Institute,Academic Program Name,Quota,Seat Type,Gender,Opening Rank,Closing Rank
National Institute of Technology Calicut,"Energy Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,611097,611097
National Institute of Technology Calicut,"Energy Engineering (4 Years, Bachelor of Technology)",HS,OBC- NCL,Gender-Neutral,34537,39770
National Institute of Technology Calicut,"Energy Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,415465,432331
National Institute of Technology Calicut,"Energy Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,20237,28350
National Institute of Technology Calicut,"Energy Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,30848,30848
National Institute of Technology Calicut,"Energy Engineering (4 Years, Bachelor of Technology)",OS,OBC- NCL,Gender-Neutral,30930,40290
National Institute of Technology Calicut,"Energy Engineering (4 Years, Bachelor of Technology)",OS,OBC- NCL,Female-only (including Supernumerary),35191,35191
National Institute of Technology Calicut,"Energy Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,66518,143201
National Institute of Technology Calicut,"Energy Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),202456,202456
National Institute of Technology Calicut,"Energy Engineering for DASA-CIWG (4 Years, Bachelor of Technology)",DC,OPEN,Gender-Neutral,235640,268309
National Institute of Technology Calicut,"Energy Engineering for DASA-Non CIWG (4 Years, Bachelor of Technology)",AD,OPEN,Gender-Neutral,278297,770804
National Institute of Technology Calicut,"Engineering Physics (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,28702,30846
National Institute of Technology Calicut,"Engineering Physics (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),27473,45398
National Institute of Technology Calicut,"Engineering Physics (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,666137,666137
National Institute of Technology Calicut,"Engineering Physics (4 Years, Bachelor of Technology)",HS,OBC- NCL,Gender-Neutral,32538,35139
National Institute of Technology Calicut,"Engineering Physics (4 Years, Bachelor of Technology)",HS,OBC- NCL,Female-only (including Supernumerary),45799,45799
National Institute of Technology Calicut,"Engineering Physics (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,18753,22964
National Institute of Technology Calicut,"Engineering Physics (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),29096,29096
National Institute of Technology Calicut,"Engineering Physics (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,33655,33655
National Institute of Technology Calicut,"Engineering Physics (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),48834,48834
National Institute of Technology Calicut,"Engineering Physics (4 Years, Bachelor of Technology)",OS,OBC- NCL,Gender-Neutral,27048,32511
National Institute of Technology Calicut,"Engineering Physics (4 Years, Bachelor of Technology)",OS,OBC- NCL,Female-only (including Supernumerary),67748,67748
National Institute of Technology Calicut,"Engineering Physics (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,72932,72932
National Institute of Technology Calicut,"Engineering Physics (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),191016,191016
National Institute of Technology Calicut,"Engineering Physics for DASA- CIWG (4 Years, Bachelor of Technology)",DC,OPEN,Gender-Neutral,153753,178443
National Institute of Technology Calicut,"Engineering Physics for DASA- Non CIWG (4 Years, Bachelor of Technology)",AD,OPEN,Gender-Neutral,229380,424146
National Institute of Technology Calicut,"Materials Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,208815,208815
National Institute of Technology Calicut,"Materials Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,39452,41967
National Institute of Technology Calicut,"Materials Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),42788,42788
National Institute of Technology Calicut,"Materials Science and Engineering (4 Years, Bachelor of Technology)",HS,OBC- NCL,Gender-Neutral,44032,48454
National Institute of Technology Calicut,"Materials Science and Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,36296,36515
National Institute of Technology Calicut,"Materials Science and Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),61338,61338
National Institute of Technology Calicut,"Materials Science and Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,37764,37764
National Institute of Technology Calicut,"Materials Science and Engineering (4 Years, Bachelor of Technology)",OS,OBC- NCL,Gender-Neutral,40793,41652
National Institute of Technology Calicut,"Materials Science and Engineering (4 Years, Bachelor of Technology)",OS,OBC- NCL,Female-only (including Supernumerary),74194,74194
National Institute of Technology Calicut,"Materials Science and Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,157676,168303
National Institute of Technology Calicut,"Materials Science and Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),205103,205103
National Institute of Technology Calicut,"Materials Science and Engineering for DASA-CIWG (4 Years, Bachelor of Technology)",DC,OPEN,Gender-Neutral,183002,183002
National Institute of Technology Calicut,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),185021,185021
National Institute of Technology Calicut,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,21814,22619
National Institute of Technology Calicut,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),33215,38680
National Institute of Technology Calicut,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,266754,307182
National Institute of Technology Calicut,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OBC- NCL,Gender-Neutral,24993,27959
National Institute of Technology Calicut,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OBC- NCL,Female-only (including Supernumerary),41276,43544
National Institute of Technology Calicut,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,235816,238644
National Institute of Technology Calicut,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),261982,261982
National Institute of Technology Calicut,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-only (including Supernumerary),939391,939391
National Institute of Technology Calicut,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,20348,22846
National Institute of Technology Calicut,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),32570,38828
National Institute of Technology Calicut,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,23320,25929
National Institute of Technology Calicut,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),43318,43642
National Institute of Technology Calicut,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OBC- NCL,Gender-Neutral,24493,26812
National Institute of Technology Calicut,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OBC- NCL,Female-only (including Supernumerary),41119,50130
National Institute of Technology Calicut,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,85313,93582
National Institute of Technology Calicut,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),144869,155263
National Institute of Technology Calicut,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,115807,131027
National Institute of Technology Calicut,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-only (including Supernumerary),189106,189106
National Institute of Technology Calicut,"Mechanical Engineering for DASA-CIWG (4 Years, Bachelor of Technology)",DC,OPEN,Gender-Neutral,157178,196041
National Institute of Technology Calicut,"Mechanical Engineering for DASA-Non CIWG (4 Years, Bachelor of Technology)",AD,OPEN,Gender-Neutral,246433,433767
National Institute of Technology Calicut,"Production Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),257744,257744
National Institute of Technology Calicut,"Production Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,29480,33411
National Institute of Technology Calicut,"Production Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),43695,49116
National Institute of Technology Calicut,"Production Engineering (4 Years, Bachelor of Technology)",HS,OBC- NCL,Gender-Neutral,44593,44593
National Institute of Technology Calicut,"Production Engineering (4 Years, Bachelor of Technology)",HS,OBC- NCL,Female-only (including Supernumerary),50112,50112
National Institute of Technology Calicut,"Production Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,315200,375677
National Institute of Technology Calicut,"Production Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),262949,262949
National Institute of Technology Calicut,"Production Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,36073,38496
National Institute of Technology Calicut,"Production Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),49531,49531
National Institute of Technology Calicut,"Production Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,39245,45326
National Institute of Technology Calicut,"Production Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),75690,75690
National Institute of Technology Calicut,"Production Engineering (4 Years, Bachelor of Technology)",OS,OBC- NCL,Gender-Neutral,39669,40246
National Institute of Technology Calicut,"Production Engineering (4 Years, Bachelor of Technology)",OS,OBC- NCL,Female-only (including Supernumerary),63837,67776
National Institute of Technology Calicut,"Production Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,136780,149591
National Institute of Technology Calicut,"Production Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),206924,206924
National Institute of Technology Calicut,"Production Engineering for DASA-CIWG (4 Years, Bachelor of Technology)",DC,OPEN,Gender-Neutral,333218,498621
National Institute of Technology Calicut,"Production Engineering for DASA-Non CIWG (4 Years, Bachelor of Technology)",AD,OPEN,Gender-Neutral,509668,976425
National Institute of Technology Delhi,"Aerospace Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,29998,37112
National Institute of Technology Delhi,"Aerospace Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),76299,76299
National Institute of Technology Delhi,"Aerospace Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-only (including Supernumerary),227781,227781
National Institute of Technology Delhi,"Aerospace Engineering (4 Years, Bachelor of Technology)",HS,OBC- NCL,Gender-Neutral,55321,60285
National Institute of Technology Delhi,"Aerospace Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,124896,124896
National Institute of Technology Delhi,"Aerospace Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),231631,231631
National Institute of Technology Delhi,"Aerospace Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,382386,382386
National Institute of Technology Delhi,"Aerospace Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,15151,15151
National Institute of Technology Delhi,"Aerospace Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),29216,29216
National Institute of Technology Delhi,"Aerospace Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),41653,41653
National Institute of Technology Delhi,"Aerospace Engineering (4 Years, Bachelor of Technology)",OS,OBC- NCL,Gender-Neutral,25978,25978
National Institute of Technology Delhi,"Aerospace Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,99949,99949
National Institute of Technology Delhi,"Aerospace Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,171713,171713
National Institute of Technology Delhi,"Aerospace Engineering for DASA-CIWG (4 Years, Bachelor of Technology)",DC,OPEN,Gender-Neutral,146590,146590
National Institute of Technology Delhi,"Aerospace Engineering for DASA-Non CIWG (4 Years, Bachelor of Technology)",AD,OPEN,Gender-Neutral,1259326,1259326
National Institute of Technology Delhi,"Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,16548,19861
National Institute of Technology Delhi,"Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),23372,23372
National Institute of Technology Delhi,"Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",HS,OBC- NCL,Gender-Neutral,27796,29223
National Institute of Technology Delhi,"Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,3817,7758
National Institute of Technology Delhi,"Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),18535,18535
National Institute of Technology Delhi,"Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,10091,10091
National Institute of Technology Delhi,"Artificial Intelligence and Data Science for DASA-CIWG (4 Years, Bachelor of Technology)",DC,OPEN,Gender-Neutral,280252,280252
National Institute of Technology Delhi,"Artificial Intelligence and Data Science for DASA-Non CIWG (4 Years, Bachelor of Technology)",AD,OPEN,Gender-Neutral,542924,725691
National Institute of Technology Delhi,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,45846,52560
National Institute of Technology Delhi,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),88472,88472
National Institute of Technology Delhi,"Civil Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,161904,161904
National Institute of Technology Delhi,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OBC- NCL,Gender-Neutral,71784,72161
National Institute of Technology Delhi,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OBC- NCL,Female-only (including Supernumerary),126247,126247
National Institute of Technology Delhi,"Civil Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,164663,164663
National Institute of Technology Delhi,"Civil Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),273024,273024
National Institute of Technology Delhi,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,31479,34303
National Institute of Technology Delhi,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),34243,34243
National Institute of Technology Delhi,"Civil Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),63272,63272
National Institute of Technology Delhi,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OBC- NCL,Gender-Neutral,37232,38294
National Institute of Technology Delhi,"Civil Engineering for DASA-CIWG (4 Years, Bachelor of Technology)",DC,OPEN,Gender-Neutral,580466,580466
National Institute of Technology Delhi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,10167,17194
National Institute of Technology Delhi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),16200,27834
National Institute of Technology Delhi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,34373,67775
National Institute of Technology Delhi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-only (including Supernumerary),116131,116131
National Institute of Technology Delhi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OBC- NCL,Gender-Neutral,23324,28889
National Institute of Technology Delhi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OBC- NCL,Female-only (including Supernumerary),45460,45460
National Institute of Technology Delhi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,68935,88691
National Institute of Technology Delhi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),220011,220011
National Institute of Technology Delhi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,217654,270525
National Institute of Technology Delhi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-only (including Supernumerary),212414,212414
National Institute of Technology Delhi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,7791,8778
National Institute of Technology Delhi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),13452,17569
National Institute of Technology Delhi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,8973,11480
National Institute of Technology Delhi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),20450,20450
National Institute of Technology Delhi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OBC- NCL,Gender-Neutral,13041,13825
National Institute of Technology Delhi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OBC- NCL,Female-only (including Supernumerary),21242,21242
National Institute of Technology Delhi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),99747,99747
National Institute of Technology Delhi,"Computer Science and Engineering for DASA-CIWG (4 Years, Bachelor of Technology)",DC,OPEN,Gender-Neutral,124703,245423
National Institute of Technology Delhi,"Computer Science and Engineering for DASA-Non CIWG (4 Years, Bachelor of Technology)",AD,OPEN,Gender-Neutral,205854,660302
National Institute of Technology Delhi,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,29541,37307
National Institute of Technology Delhi,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),49666,57841
National Institute of Technology Delhi,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,71933,86000
National Institute of Technology Delhi,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,OBC- NCL,Gender-Neutral,43558,50228
National Institute of Technology Delhi,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,OBC- NCL,Female-only (including Supernumerary),100716,100716
National Institute of Technology Delhi,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,138969,159832
National Institute of Technology Delhi,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,334614,334614
National Institute of Technology Delhi,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,12748,15927
National Institute of Technology Delhi,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,17374,17374
National Institute of Technology Delhi,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,OBC- NCL,Gender-Neutral,22313,24288
National Institute of Technology Delhi,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-only (including Supernumerary),135197,135197
National Institute of Technology Delhi,"Electrical Engineering for DASA-CIWG (4 Years, Bachelor of Technology)",DC,OPEN,Gender-Neutral,131837,289975
National Institute of Technology Delhi,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,22197,27221
National Institute of Technology Delhi,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),31187,46724
National Institute of Technology Delhi,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,35288,83188
National Institute of Technology Delhi,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OBC- NCL,Gender-Neutral,33143,39889
National Institute of Technology Delhi,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OBC- NCL,Female-only (including Supernumerary),74393,74393
National Institute of Technology Delhi,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,82878,106992
National Institute of Technology Delhi,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),228277,228277
National Institute of Technology Delhi,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,244811,333820
National Institute of Technology Delhi,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,10290,11679
National Institute of Technology Delhi,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,16006,16385
National Institute of Technology Delhi,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OBC- NCL,Gender-Neutral,17094,17594
National Institute of Technology Delhi,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,60610,60610
National Institute of Technology Delhi,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),116305,116305
National Institute of Technology Delhi,"Electronics and Communication Engineering for DASA-CIWG (4 Years, Bachelor of Technology)",DC,OPEN,Gender-Neutral,247016,305407
National Institute of Technology Delhi,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,36330,45731
National Institute of Technology Delhi,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),79513,82787
National Institute of Technology Delhi,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,159127,159127
National Institute of Technology Delhi,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OBC- NCL,Gender-Neutral,54771,65334
National Institute of Technology Delhi,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OBC- NCL,Female-only (including Supernumerary),224151,224151
National Institute of Technology Delhi,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,180159,185378
National Institute of Technology Delhi,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,348972,348972
National Institute of Technology Delhi,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-only (including Supernumerary),728070,728070
National Institute of Technology Delhi,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,21111,26611
National Institute of Technology Delhi,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,610880,610880
National Institute of Technology Delhi,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,29097,29390
National Institute of Technology Delhi,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OBC- NCL,Gender-Neutral,27951,29039
National Institute of Technology Delhi,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OBC- NCL,Female-only (including Supernumerary),59835,60742
National Institute of Technology Delhi,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,160732,160732
National Institute of Technology Delhi,"Mechanical Engineering for DASA-CIWG (4 Years, Bachelor of Technology)",DC,OPEN,Gender-Neutral,288215,316351
National Institute of Technology Delhi,"VLSI Design and Technology (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,22666,28418
National Institute of Technology Delhi,"VLSI Design and Technology (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),47192,47192
National Institute of Technology Delhi,"VLSI Design and Technology (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,91516,92189
National Institute of Technology Delhi,"VLSI Design and Technology (4 Years, Bachelor of Technology)",HS,OBC- NCL,Gender-Neutral,40156,40324
National Institute of Technology Delhi,"VLSI Design and Technology (4 Years, Bachelor of Technology)",HS,OBC- NCL,Female-only (including Supernumerary),85402,85402
National Institute of Technology Delhi,"VLSI Design and Technology (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,116416,116416
National Institute of Technology Delhi,"VLSI Design and Technology (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),242021,242021
National Institute of Technology Delhi,"VLSI Design and Technology (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,609578,609578
National Institute of Technology Delhi,"VLSI Design and Technology (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,12057,12363
National Institute of Technology Delhi,"VLSI Design and Technology (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),21745,21745
National Institute of Technology Delhi,"VLSI Design and Technology (4 Years, Bachelor of Technology)",OS,OBC- NCL,Gender-Neutral,21832,21832
National Institute of Technology Delhi,"VLSI Design and Technology for DASA-CIWG (4 Years, Bachelor of Technology)",DC,OPEN,Gender-Neutral,289927,289927
National Institute of Technology Durgapur,"B.Tech in Mathematics and Computing (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,15235,16849
National Institute of Technology Durgapur,"B.Tech in Mathematics and Computing (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),29064,29064
National Institute of Technology Durgapur,"B.Tech in Mathematics and Computing (4 Years, Bachelor of Technology)",HS,OBC- NCL,Gender-Neutral,44200,44200
National Institute of Technology Durgapur,"B.Tech in Mathematics and Computing (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,59332,59332
National Institute of Technology Durgapur,"B.Tech in Mathematics and Computing (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,12527,14387
National Institute of Technology Durgapur,"B.Tech in Mathematics and Computing (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),24259,24259
National Institute of Technology Durgapur,"B.Tech in Mathematics and Computing (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,17159,17915
National Institute of Technology Durgapur,"B.Tech in Mathematics and Computing (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),28775,28775
National Institute of Technology Durgapur,"B.Tech in Mathematics and Computing (4 Years, Bachelor of Technology)",OS,OBC- NCL,Gender-Neutral,17700,17943
National Institute of Technology Durgapur,"B.Tech in Mathematics and Computing (4 Years, Bachelor of Technology)",OS,OBC- NCL,Female-only (including Supernumerary),28842,28842
National Institute of Technology Durgapur,"B.Tech in Mathematics and Computing (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,85688,94799
National Institute of Technology Durgapur,"B.Tech in Mathematics and Computing (4 Years, Bachelor of Technology)",OS,ST,Female-only (including Supernumerary),222368,222368
National Institute of Technology Durgapur,"Bio Technology (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,41061,64048
National Institute of Technology Durgapur,"Bio Technology (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,96006,119768
National Institute of Technology Durgapur,"Bio Technology (4 Years, Bachelor of Technology)",HS,EWS,Female-only (including Supernumerary),210913,210913
National Institute of Technology Durgapur,"Bio Technology (4 Years, Bachelor of Technology)",HS,OBC- NCL,Gender-Neutral,107544,112897
National Institute of Technology Durgapur,"Bio Technology (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,175336,205963
National Institute of Technology Durgapur,"Bio Technology (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),163290,163290
National Institute of Technology Durgapur,"Bio Technology (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,547920,614745
National Institute of Technology Durgapur,"Bio Technology (4 Years, Bachelor of Technology)",HS,ST,Female-only (including Supernumerary),546357,546357
National Institute of Technology Durgapur,"Bio Technology (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,46056,59111
National Institute of Technology Durgapur,"Bio Technology (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),50922,53512
National Institute of Technology Durgapur,"Bio Technology (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,698448,698448
National Institute of Technology Durgapur,"Bio Technology (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,59752,62331
National Institute of Technology Durgapur,"Bio Technology (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),80838,80838
National Institute of Technology Durgapur,"Bio Technology (4 Years, Bachelor of Technology)",OS,OBC- NCL,Gender-Neutral,59901,66135
National Institute of Technology Durgapur,"Bio Technology (4 Years, Bachelor of Technology)",OS,OBC- NCL,Female-only (including Supernumerary),71500,82680
National Institute of Technology Durgapur,"Bio Technology (4 Years, Bachelor of Technology)",OS,OBC- NCL (PwD),Gender-Neutral,1129782,1129782
National Institute of Technology Durgapur,"Bio Technology (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,181941,184656
