Sr.No,Institute Name,Institute Code,Program Name,Program Code,Quota,Category,Seat Pool,Vacancy
860,National Institute of Technology Hamirpur,210,"Chemical Engineering (4 Years, Bachelor of Technology)",4107,HS,SC (PwD),Gender-Neutral,1
861,National Institute of Technology Hamirpur,210,"Chemical Engineering (4 Years, Bachelor of Technology)",4107,OS,OPEN,Gender-Neutral,2
862,National Institute of Technology Hamirpur,210,"Chemical Engineering (4 Years, Bachelor of Technology)",4107,OS,OPEN,Female-only (including Supernumerary),2
863,National Institute of Technology Hamirpur,210,"Chemical Engineering (4 Years, Bachelor of Technology)",4107,OS,GEN-EWS,Gender-Neutral,1
864,National Institute of Technology Hamirpur,210,"Chemical Engineering (4 Years, Bachelor of Technology)",4107,OS,OBC-NCL,Gender-Neutral,2
865,National Institute of Technology Hamirpur,210,"Chemical Engineering (4 Years, Bachelor of Technology)",4107,OS,OBC-NCL(PwD),Gender-Neutral,1
866,National Institute of Technology Hamirpur,210,"Chemical Engineering (4 Years, Bachelor of Technology)",4107,OS,SC,Female-only (including Supernumerary),1
867,National Institute of Technology Hamirpur,210,"Chemical Engineering (4 Years, Bachelor of Technology)",4107,OS,ST,Gender-Neutral,2
868,National Institute of Technology Hamirpur,210,"Civil Engineering (4 Years, Bachelor of Technology)",4109,HS,OPEN,Gender-Neutral,2
869,National Institute of Technology Hamirpur,210,"Civil Engineering (4 Years, Bachelor of Technology)",4109,HS,OPEN (PwD),Female-only (including Supernumerary),1
870,National Institute of Technology Hamirpur,210,"Civil Engineering (4 Years, Bachelor of Technology)",4109,HS,GEN-EWS,Female-only (including Supernumerary),1
871,National Institute of Technology Hamirpur,210,"Civil Engineering (4 Years, Bachelor of Technology)",4109,HS,OBC-NCL(PwD),Gender-Neutral,1
872,National Institute of Technology Hamirpur,210,"Civil Engineering (4 Years, Bachelor of Technology)",4109,HS,SC (PwD),Gender-Neutral,1
873,National Institute of Technology Hamirpur,210,"Civil Engineering (4 Years, Bachelor of Technology)",4109,OS,OPEN,Gender-Neutral,2
874,National Institute of Technology Hamirpur,210,"Civil Engineering (4 Years, Bachelor of Technology)",4109,OS,OPEN,Female-only (including Supernumerary),2
875,National Institute of Technology Hamirpur,210,"Civil Engineering (4 Years, Bachelor of Technology)",4109,OS,GEN-EWS(PwD),Gender-Neutral,1
876,National Institute of Technology Hamirpur,210,"Civil Engineering (4 Years, Bachelor of Technology)",4109,OS,OBC-NCL,Gender-Neutral,3
877,National Institute of Technology Hamirpur,210,"Civil Engineering (4 Years, Bachelor of Technology)",4109,OS,OBC-NCL,Female-only (including Supernumerary),1
878,National Institute of Technology Hamirpur,210,"Computer Science and Engineering (4 Years, Bachelor of Technology)",4110,HS,OPEN,Gender-Neutral,1
879,National Institute of Technology Hamirpur,210,"Computer Science and Engineering (4 Years, Bachelor of Technology)",4110,HS,OPEN,Female-only (including Supernumerary),1
880,National Institute of Technology Hamirpur,210,"Computer Science and Engineering (4 Years, Bachelor of Technology)",4110,HS,GEN-EWS(PwD),Gender-Neutral,1
881,National Institute of Technology Hamirpur,210,"Computer Science and Engineering (4 Years, Bachelor of Technology)",4110,HS,SC,Gender-Neutral,1
882,National Institute of Technology Hamirpur,210,"Computer Science and Engineering (4 Years, Bachelor of Technology)",4110,HS,ST (PwD),Gender-Neutral,1
883,National Institute of Technology Hamirpur,210,"Computer Science and Engineering (4 Years, Bachelor of Technology)",4110,OS,OPEN,Gender-Neutral,5
884,National Institute of Technology Hamirpur,210,"Computer Science and Engineering (4 Years, Bachelor of Technology)",4110,OS,SC,Gender-Neutral,1
885,National Institute of Technology Hamirpur,210,"Computer Science and Engineering (4 Years, Bachelor of Technology)",4110,OS,ST,Female-only (including Supernumerary),1
886,National Institute of Technology Hamirpur,210,"Electrical Engineering (4 Years, Bachelor of Technology)",4111,HS,OPEN,Gender-Neutral,3
887,National Institute of Technology Hamirpur,210,"Electrical Engineering (4 Years, Bachelor of Technology)",4111,HS,OPEN,Female-only (including Supernumerary),1
888,National Institute of Technology Hamirpur,210,"Electrical Engineering (4 Years, Bachelor of Technology)",4111,HS,OBC-NCL(PwD),Gender-Neutral,1
889,National Institute of Technology Hamirpur,210,"Electrical Engineering (4 Years, Bachelor of Technology)",4111,HS,SC,Gender-Neutral,1
890,National Institute of Technology Hamirpur,210,"Electrical Engineering (4 Years, Bachelor of Technology)",4111,OS,OPEN,Gender-Neutral,3
891,National Institute of Technology Hamirpur,210,"Electrical Engineering (4 Years, Bachelor of Technology)",4111,OS,OPEN,Female-only (including Supernumerary),1
892,National Institute of Technology Hamirpur,210,"Electrical Engineering (4 Years, Bachelor of Technology)",4111,OS,OPEN (PwD),Gender-Neutral,1
893,National Institute of Technology Hamirpur,210,"Electrical Engineering (4 Years, Bachelor of Technology)",4111,OS,GEN-EWS,Gender-Neutral,1
894,National Institute of Technology Hamirpur,210,"Electrical Engineering (4 Years, Bachelor of Technology)",4111,OS,OBC-NCL,Gender-Neutral,1
895,National Institute of Technology Hamirpur,210,"Electrical Engineering (4 Years, Bachelor of Technology)",4111,OS,OBC-NCL,Female-only (including Supernumerary),2
896,National Institute of Technology Hamirpur,210,"Electrical Engineering (4 Years, Bachelor of Technology)",4111,OS,SC,Gender-Neutral,1
897,National Institute of Technology Hamirpur,210,"Electrical Engineering (4 Years, Bachelor of Technology)",4111,OS,ST (PwD),Gender-Neutral,1
898,National Institute of Technology Hamirpur,210,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",4114,HS,OPEN,Gender-Neutral,1
899,National Institute of Technology Hamirpur,210,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",4114,HS,GEN-EWS(PwD),Gender-Neutral,1
900,National Institute of Technology Hamirpur,210,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",4114,HS,OBC-NCL(PwD),Gender-Neutral,1
901,National Institute of Technology Hamirpur,210,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",4114,HS,SC (PwD),Gender-Neutral,1
902,National Institute of Technology Hamirpur,210,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",4114,OS,OPEN,Gender-Neutral,5
903,National Institute of Technology Hamirpur,210,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",4114,OS,OPEN,Female-only (including Supernumerary),2
904,National Institute of Technology Hamirpur,210,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",4114,OS,OBC-NCL,Female-only (including Supernumerary),1
905,National Institute of Technology Hamirpur,210,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",4114,OS,SC,Gender-Neutral,1
906,National Institute of Technology Hamirpur,210,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",4114,OS,SC,Female-only (including Supernumerary),1
907,National Institute of Technology Hamirpur,210,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",4114,OS,ST (PwD),Gender-Neutral,1
908,National Institute of Technology Hamirpur,210,"Engineering Physics (4 Years, Bachelor of Technology)",4117,HS,OPEN,Gender-Neutral,1
909,National Institute of Technology Hamirpur,210,"Engineering Physics (4 Years, Bachelor of Technology)",4117,HS,SC,Gender-Neutral,1
910,National Institute of Technology Hamirpur,210,"Engineering Physics (4 Years, Bachelor of Technology)",4117,OS,OPEN,Gender-Neutral,1
911,National Institute of Technology Hamirpur,210,"Engineering Physics (4 Years, Bachelor of Technology)",4117,OS,OBC-NCL,Gender-Neutral,1
912,National Institute of Technology Hamirpur,210,"Engineering Physics (4 Years, Bachelor of Technology)",4117,OS,OBC-NCL,Female-only (including Supernumerary),1
913,National Institute of Technology Hamirpur,210,"Engineering Physics (4 Years, Bachelor of Technology)",4117,OS,SC,Gender-Neutral,1
914,National Institute of Technology Hamirpur,210,"Engineering Physics (4 Years, Bachelor of Technology)",4117,OS,SC,Female-only (including Supernumerary),1
915,National Institute of Technology Hamirpur,210,"Materials Science and Engineering (4 Years, Bachelor of Technology)",4123,HS,OPEN,Gender-Neutral,2
916,National Institute of Technology Hamirpur,210,"Materials Science and Engineering (4 Years, Bachelor of Technology)",4123,HS,OPEN (PwD),Gender-Neutral,1
917,National Institute of Technology Hamirpur,210,"Materials Science and Engineering (4 Years, Bachelor of Technology)",4123,HS,OBC-NCL,Gender-Neutral,2
918,National Institute of Technology Hamirpur,210,"Materials Science and Engineering (4 Years, Bachelor of Technology)",4123,OS,OPEN,Gender-Neutral,1
919,National Institute of Technology Hamirpur,210,"Materials Science and Engineering (4 Years, Bachelor of Technology)",4123,OS,OPEN,Female-only (including Supernumerary),2
920,National Institute of Technology Hamirpur,210,"Materials Science and Engineering (4 Years, Bachelor of Technology)",4123,OS,OBC-NCL,Female-only (including Supernumerary),1
921,National Institute of Technology Hamirpur,210,"Materials Science and Engineering (4 Years, Bachelor of Technology)",4123,OS,OBC-NCL(PwD),Gender-Neutral,1
922,National Institute of Technology Hamirpur,210,"Mathematics and Computing (4 Years, Bachelor of Technology)",4124,HS,OBC-NCL(PwD),Gender-Neutral,1
923,National Institute of Technology Hamirpur,210,"Mathematics and Computing (4 Years, Bachelor of Technology)",4124,OS,OPEN,Gender-Neutral,1
924,National Institute of Technology Hamirpur,210,"Mathematics and Computing (4 Years, Bachelor of Technology)",4124,OS,OBC-NCL,Gender-Neutral,1
925,National Institute of Technology Hamirpur,210,"Mathematics and Computing (4 Years, Bachelor of Technology)",4124,OS,SC,Gender-Neutral,1
926,National Institute of Technology Hamirpur,210,"Mechanical Engineering (4 Years, Bachelor of Technology)",4125,HS,OPEN,Gender-Neutral,3
927,National Institute of Technology Hamirpur,210,"Mechanical Engineering (4 Years, Bachelor of Technology)",4125,HS,OPEN,Female-only (including Supernumerary),1
928,National Institute of Technology Hamirpur,210,"Mechanical Engineering (4 Years, Bachelor of Technology)",4125,HS,ST (PwD),Gender-Neutral,1
929,National Institute of Technology Hamirpur,210,"Mechanical Engineering (4 Years, Bachelor of Technology)",4125,OS,OPEN,Gender-Neutral,6
930,National Institute of Technology Hamirpur,210,"Mechanical Engineering (4 Years, Bachelor of Technology)",4125,OS,OPEN,Female-only (including Supernumerary),1
931,National Institute of Technology Hamirpur,210,"Mechanical Engineering (4 Years, Bachelor of Technology)",4125,OS,OBC-NCL,Female-only (including Supernumerary),1
932,National Institute of Technology Hamirpur,210,"Mechanical Engineering (4 Years, Bachelor of Technology)",4125,OS,SC,Female-only (including Supernumerary),1
933,National Institute of Technology Hamirpur,210,"Mechanical Engineering (4 Years, Bachelor of Technology)",4125,OS,SC (PwD),Gender-Neutral,1
934,National Institute of Technology Hamirpur,210,"Architecture (5 Years, Bachelor of Architecture)",5101,HS,OPEN,Gender-Neutral,1
935,National Institute of Technology Hamirpur,210,"Architecture (5 Years, Bachelor of Architecture)",5101,HS,GEN-EWS,Gender-Neutral,1
936,National Institute of Technology Hamirpur,210,"Architecture (5 Years, Bachelor of Architecture)",5101,HS,OBC-NCL,Gender-Neutral,1
937,National Institute of Technology Hamirpur,210,"Architecture (5 Years, Bachelor of Architecture)",5101,HS,OBC-NCL(PwD),Gender-Neutral,1
938,National Institute of Technology Hamirpur,210,"Architecture (5 Years, Bachelor of Architecture)",5101,OS,OPEN,Gender-Neutral,4
939,National Institute of Technology Hamirpur,210,"Architecture (5 Years, Bachelor of Architecture)",5101,OS,OPEN,Female-only (including Supernumerary),1
940,National Institute of Technology Hamirpur,210,"Architecture (5 Years, Bachelor of Architecture)",5101,OS,OBC-NCL,Gender-Neutral,2
941,National Institute of Technology Hamirpur,210,"Architecture (5 Years, Bachelor of Architecture)",5101,OS,OBC-NCL,Female-only (including Supernumerary),1
942,National Institute of Technology Hamirpur,210,"Architecture (5 Years, Bachelor of Architecture)",5101,OS,SC,Gender-Neutral,2
943,National Institute of Technology Hamirpur,210,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",5216,OS,OPEN,Gender-Neutral,1
944,National Institute of Technology Hamirpur,210,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",5216,OS,OPEN,Female-only (including Supernumerary),1
945,National Institute of Technology Hamirpur,210,"Electronics and Communication Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",5234,HS,OPEN,Gender-Neutral,1
946,National Institute of Technology Hamirpur,210,"Electronics and Communication Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",5234,HS,GEN-EWS,Gender-Neutral,1
947,National Institute of Technology Hamirpur,210,"Electronics and Communication Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",5234,OS,OPEN,Gender-Neutral,1
948,"National Institute of Technology Karnataka, Surathkal",211,"Chemical Engineering (4 Years, Bachelor of Technology)",4107,HS,OPEN,Gender-Neutral,4
949,"National Institute of Technology Karnataka, Surathkal",211,"Chemical Engineering (4 Years, Bachelor of Technology)",4107,HS,OPEN (PwD),Female-only (including Supernumerary),1
950,"National Institute of Technology Karnataka, Surathkal",211,"Chemical Engineering (4 Years, Bachelor of Technology)",4107,HS,OBC-NCL,Gender-Neutral,2
951,"National Institute of Technology Karnataka, Surathkal",211,"Chemical Engineering (4 Years, Bachelor of Technology)",4107,HS,SC,Gender-Neutral,1
952,"National Institute of Technology Karnataka, Surathkal",211,"Chemical Engineering (4 Years, Bachelor of Technology)",4107,HS,SC,Female-only (including Supernumerary),1
953,"National Institute of Technology Karnataka, Surathkal",211,"Chemical Engineering (4 Years, Bachelor of Technology)",4107,HS,ST,Gender-Neutral,1
954,"National Institute of Technology Karnataka, Surathkal",211,"Chemical Engineering (4 Years, Bachelor of Technology)",4107,HS,ST,Female-only (including Supernumerary),1
955,"National Institute of Technology Karnataka, Surathkal",211,"Chemical Engineering (4 Years, Bachelor of Technology)",4107,OS,OPEN,Gender-Neutral,2
